,question
2911,What was tuberculosis called in 19th-century England?
2912,How many times does each club play every other club?
2913,"Who was nearly 7 feet tall, weighed 500 pounds, and could drink 100 beers in a sitting?"
2914,Who's death caused this protest?
2915,What is term for the Indian religious belief that the soul will enter a new body after death?
2916,Who was the cardiologist who treated Eisenhower after his heart attack?
2917,Which nation is the richest in the world per head of capita?
2918,What was the first day selected to be the first day using the new calendar?
2919,What are used to create geological maps?
2920,"KFC Eleven was a fast casual dining restaurant launched by KFC on which date, they ""KFC Eleven"" refers to Colonel Sanders' secret 11 herbs and spices, the KFC Original Recipe is the secret mix of ingredients that fast food restaurant chain KFC uses to produce fried chicken?"
2921,How many interactions are all of the universal forces based on?
2922,Who completely runs Politics and Policy?
2923,John was assigned what whilst he was at Fontevrault?
2924,What prevents the earth's atmosphere from floating out into space?
2925,"Who developed an automaton that is similar to ""Life without Death""?"
2926,What can cause your memory to deterioriate or not work as well?
2927,What type of opportunities would be expected from these counties?
2928,"The Kuznets curve says with economic development, inequality will decrease after what?"
2929,"""What has been described as the """"fifth"""" taste, after sweet, sour, bitter, and salty?"""
2930,What could be attributed to gravity acceleration around the Earth?
2931,If law breaking is not done in a public manor it is not considered what term?
2932,What percentage do grades obtained account for in a students final grade?
2933,What did peasant women do when it was time for the harvest?
2934,Which historian says this opinion is indefensible?
2935,Who did Dominic pray for?
2936,Viticulture refers to the cultivation of what fruit?
2937,What did PCB designers used to employ on a mylar sheet?
2938,Who can be credited with saying essentially humans are the gods of gods?
2939,What has pure copper been replaced with in the building of ships?
2940,What percentage of San Diego's residents rely on theri automobile as a primary source of transportation?
2941,"""Billy Blaze, an 8-year-old genius who constructed a spaceship in his backyard from old soup cans and other household objects called """"The Bean-with-Bacon Megarocket"""" puts on his brother's football helmet and becomes what character in a video game series?"""
2942,"Which was formed first, The Creatures or This Picture?"
2943,What is gustatory communication include in dogs?
2944,What nations are considered matrilineal?
2945,What name for the Devil is taken from the Latin word for 'light bearer'?
2946,How long does the United States believe adolescence lasts?
2947,If you are ‘Tripping the Light Fantastic’ what are you doing?
2948,"In what branch can books, other than scripture, be used for the purpose of oath taking?"
2949,Which astronomer coined the term 'Big Bang'?
2950,What is used to figure the relative strengh of gravity?
2951,Who is considered to be love?
2952,Europa and Ganymede are moons of which planet?
2953,"If you ordered “cuisses de grenouilles” in a French restaurant, what would you be getting?"
2954,"How many students were enrolled in the K-12 Christian private school located in Pinellas County, Florida?"
2955,Up to what wavelength does the human eye perceive certain intense lights as being dull red in color?
2956,"Photophobia is extreme sensitivity to, or fear of, what?"
2957,What did the Union state that every person should be free to choose?
2958,Pins or belts hold what in place?
2959,What is added to soap to make it clear?
2960,"On a staircase, what is the vertical part of the step called?"
